participant_id,session,extero_threshold,extero_slope,intero_threshold,intero_slope
sub-0019,1,0.5685083234830717,8.901108690880715,10.092655938037009,18.44230367938127
sub-0019,2,1.8041151831316302,7.552804416228515,6.9522701353536895,8.094372766934233
sub-0020,1,2.4347320942860935,13.061073990734386,-13.689708917974098,11.26608547411717
sub-0022,1,-2.048525386994828,9.106207341284213,-3.3497840223634294,11.238634774522607
sub-0022,2,-2.2101416387304638,2.839409694969623,-31.039246997733027,8.532367722739806
sub-0023,1,4.79575244384134,12.810390265842479,-9.513273403889208,14.701931931803044
sub-0023,2,4.219301801912097,7.179017626451783,-11.720207108329731,9.7843801979715
sub-0024,1,10.131055070595245,24.868088052908014,9.533908502722124,12.311279231367292
sub-0024,2,1.7970517544475413,8.017920360083453,4.241691935106287,24.657191995657787
sub-0025,1,-5.667650487237148,15.114020386259092,-21.4149785239717,18.891786038331855
sub-0025,2,-7.2767512464854045,11.044796087764707,-25.188579469646438,11.0344474545252
sub-0026,1,-1.8467749018513433,8.230521547469817,-4.874026593963226,6.962075718742393
sub-0026,2,-2.369303744491098,5.608707168515115,-3.6588343931858347,14.275569283040282
sub-0027,1,3.262341952371961,5.8173934687875,-0.6083254717120421,17.664719572610398
sub-0027,2,0.5932794160377407,4.2047567789181315,-3.426556244440204,15.290650258768894
sub-0028,1,-6.22485912981004,20.72457540332386,-14.057556848563832,10.551043263047857
sub-0028,2,-3.210101368129053,10.272664282241955,-9.192638225781353,13.567048379302905
sub-0029,1,5.335916622843688,7.861942401316105,-2.0516061343910303,17.00211405955036
sub-0030,1,-4.494538366815452,8.393499879282055,7.684363041321794,13.366096896196927
sub-0031,1,4.426851885944152,21.9285885031019,-22.83217326443007,10.496753358865348
sub-0031,2,-1.79036060405002,7.886804549394555,-18.205020953778693,11.977880848759684
sub-0032,1,0.7354177504671943,6.969909158745688,-22.927632192121017,10.92272308217085
sub-0032,2,-2.447314318944651,8.509834810944419,-0.6549622073725194,13.590333984780147
sub-0034,1,-2.3496012688420693,8.857872768435234,-2.5963727827911303,22.28499508188399
sub-0034,2,-4.6145764964262765,8.913502796250704,-17.513345164427953,20.14414655617105
sub-0035,1,2.2679978807032932,12.759597518690432,2.86848966734227,20.220414961003478
sub-0035,2,-7.16252753949321,12.792088758694026,-13.984805833088263,11.321185389110122
sub-0036,1,44.23734686226762,22.136838292618,39.34816778901385,29.685122481660542
sub-0037,1,-0.07336492006393312,6.41274237584878,-3.868654598534492,16.07401670177301
sub-0037,2,-4.055803444705151,8.06522627750944,-8.907706829336307,15.470890281729535
sub-0038,1,4.239312062505733,11.594323865421101,-19.2474582671456,9.362134038876713
sub-0038,2,-1.2960127993241877,14.624238335790936,-23.45997507351024,11.810890202630755
sub-0039,1,-2.607956848080601,9.909948758827607,-1.0960616748740735,9.161737689070806
sub-0039,2,-0.058054674324085495,10.551016067621246,-5.246355281935936,12.111992122821416
sub-0040,1,-4.882019981685266,12.407103860356996,-35.235071359351295,15.363957464587676
sub-0041,1,3.208416227381159,9.65315066070585,-5.7631898274990006,11.355968446755417
sub-0042,1,-0.9940749819182032,8.52735883507352,-20.566903706093488,8.486587137540365
sub-0042,2,-3.821001023133406,10.854412465664577,-16.315758347433867,10.374799692141586
sub-0043,1,4.3360574782527035,5.7673779790868815,-16.264212136031663,11.874473499830135
sub-0044,2,0.33484556874490684,7.6846862383150505,-10.846817511525208,16.85308622045532
sub-0045,2,2.529483355047345,3.7898742134914283,6.806825986144712,7.599177303440229
sub-0046,1,-2.528383061727564,26.61252698700814,-0.034212356772483785,14.644434158187412
sub-0046,2,-6.170494876188888,20.297093941815675,-9.180340197813264,12.20986006741691
sub-0047,1,2.6223252038186233,10.265293769482614,7.273791616743785,16.28246467245553
sub-0047,2,-3.9690318980244874,7.785095693310676,-28.986434876025413,26.182663355068613
sub-0048,1,4.299927549297405,7.152000016041227,-0.766144176713537,10.511592701013415
sub-0049,1,2.5234627063601582,10.652319654315288,-7.112709163685475,13.37562641626074
sub-0049,2,-0.2185957581134895,12.107013564752386,-23.43532094002611,7.9036316661670805
sub-0050,1,7.214135528864507,12.63776582492523,-12.889766235624386,20.228340570157016
sub-0050,2,5.623902164710032,17.684874407481242,-34.669829576344796,9.547137994521913
sub-0051,1,2.3879552256591077,7.4219433083189195,-14.93232824262903,10.667690370746945
sub-0052,1,2.235254199083756,6.395898435447647,18.947491450011974,15.340162475772624
sub-0052,2,-2.4718689854800258,4.739384025860279,5.069128848673807,4.912127619229699
sub-0054,1,3.3006173248011152,5.563926924670437,-19.07321952388508,7.073790867083657
sub-0055,1,-1.217276856116733,8.363474779535103,-23.57479827095504,18.441623286081597
sub-0056,1,1.3447482658032321,11.848848490111466,-11.10211759727822,7.177143837307484
sub-0056,2,-0.49093245879417574,9.260614670250241,-18.952684206400654,8.847554840775414
sub-0057,1,-0.31188237112087447,10.913645962660263,-21.102859538597105,14.293187577643735
sub-0057,2,-1.8956500877306528,7.04676930796051,-9.386350759966204,10.482642310104344
sub-0058,1,-0.6694599893371553,10.832533525856707,-11.840498349359029,11.14290147841353
sub-0058,2,-1.863540128235965,4.904525864208865,-19.65776897447003,15.793611912417905
sub-0059,1,3.4154010339424663,3.0204117778190485,-7.412500920517659,6.990590431565289
sub-0059,2,1.2176406001742601,3.271680442485195,-3.3323429787807264,6.344671629591186
sub-0060,1,3.768063041694017,4.205449752780777,-41.13634495887598,19.328541151125137
sub-0060,2,2.3824729319695193,4.36251792326359,-11.458663067308033,11.25487456266059
sub-0061,1,-5.712342298049585,6.407954348169775,-4.45443060148286,25.72604726128092
sub-0061,2,-0.9693239286746163,9.699513954402033,-12.705751254625131,8.45876763553895
sub-0062,1,2.5725089626391884,2.3008504044710016,-20.442584834833003,13.976247501216559
sub-0063,1,0.9351995686093414,23.109101815830954,-7.922222269480087,16.58127753859247
sub-0063,2,1.7859274931103069,6.350778223003115,-11.408637833848944,16.154034211313892
sub-0064,1,-0.36092688312383425,7.488551804001087,-0.3793520194608441,7.308187728224695
sub-0064,2,1.1921180284846538,6.254723667680988,-2.664690046450679,4.793467118647235
sub-0065,1,-1.0358530043863474,10.115602289861899,-31.24148816002282,16.470177218307935
sub-0065,2,-2.5964978566365495,11.027566717282486,-19.291197181194047,10.234952155844
sub-0066,1,0.4644929172006566,5.86496622238261,-16.45731054451389,8.485352370302042
sub-0066,2,-0.13359654203639557,6.080788059415372,-23.35624413753756,11.998731998337384
sub-0067,1,-12.778974445157475,29.08898659044877,-35.99283469125402,22.708762012937207
sub-0067,2,-2.1875322868951743,9.159399142457833,-2.477582577799022,19.384359452789635
sub-0068,1,6.296466312856543,5.927842010250533,-3.3561328932912775,10.24604774210744
sub-0068,2,2.8698337728375116,5.796730406200577,0.31757095552584064,11.249195185440906
sub-0069,1,2.1532212123735346,10.832295805137422,-21.563126179284975,15.024478624134794
sub-0070,1,3.55098568328454,14.681006657417017,10.44138969909493,10.696168921013102
sub-0070,2,4.480781489533496,8.480337883212119,2.97549429681205,7.581996086515983
sub-0071,1,-0.48025181554941,9.833748623086608,-3.5936771692621226,9.993067217372591
sub-0071,2,-0.287434389808118,6.2066310972887155,-5.173186687521576,9.126509825363192
sub-0072,1,2.0622879806229966,8.28111332149832,-10.344810553737764,7.827345726870597
sub-0072,2,-3.244481986117192,8.290602399564062,-21.883487727530678,9.281354297660004
sub-0073,1,-1.5992757163765974,6.781797350266746,1.1919098533795371,17.965125173873286
sub-0073,2,-2.533556318875684,5.558712589620896,-10.496623507593386,6.435445182592055
sub-0074,1,0.23956332743728792,4.433390926380078,-0.3878070427673033,16.032554838415546
sub-0074,2,-0.14126125323795932,7.1790537482379335,-13.21755668666647,22.842753107930637
sub-0075,1,1.8737691097104276,5.612904293983955,5.308996348668854,11.955403564565367
sub-0076,1,2.5652278669287725,10.750945936742104,-11.95102255989832,15.959323055490257
sub-0076,2,1.4038876992541367,9.322407187468434,-16.16520214048029,11.799640836523409
sub-0077,1,1.14248882912412,6.970405867271371,-21.13950940588979,24.746777166266728
sub-0078,1,4.8453399210183745,12.225014534006984,-5.07591308324921,12.36655319572032
sub-0078,2,2.007219482154311,9.003202920619842,13.2271926102508,6.590162988000844
sub-0079,1,0.8632069437036429,11.38406345636511,-29.217861364979196,8.792701748686705
sub-0079,2,-3.5399127613880945,10.264742487180877,-22.72353285015822,12.068931749870277
sub-0080,1,0.5330375726282045,10.69100916056776,-10.826921760674601,13.298028765829766
sub-0080,2,2.6634015076709274,6.642462472243511,-5.11429014783148,8.158328978382547
sub-0081,1,-3.0338029189827336,10.147823578121603,-11.123549187446159,7.376908960762531
sub-0081,2,-17.070988670669003,27.026835978010805,-22.209589130197827,9.498524524190165
sub-0082,1,4.973848766138429,12.121343127366059,-2.7591574270670507,17.387328279796737
sub-0082,2,6.280569437212166,6.041247970530519,12.956423769332359,11.873305952507248
sub-0083,1,3.6996738827188427,11.872358333888515,-24.816432964416926,11.410101848581409
sub-0083,2,7.481490954517675,17.362614828248894,-16.87902995806397,10.96368556378856
sub-0084,1,0.022433681401617372,9.641894530963564,-5.82041934318371,13.469083668834847
sub-0084,2,-1.404847413582496,3.2123269549735944,-15.835032206187407,7.218938625787956
sub-0085,1,4.123705311999198,6.076372591486102,-8.288090953002014,21.095124062124857
sub-0085,2,0.1824925628099601,16.570895406370234,-12.503764792785498,6.3839977650563835
sub-0086,1,4.122882107586949,6.66373542858112,-13.268712595867134,5.3667018443400485
sub-0086,2,-0.3213025137653298,6.402274428235556,-14.083916065807927,10.73974155614178
sub-0087,1,5.058860327323942,6.344969579413848,-5.057063008401243,15.943926263207254
sub-0087,2,6.625418487970177,13.64642461852949,-5.909793076867487,9.292406518105112
sub-0088,1,0.43447032412359726,4.2153552020059575,-0.10715539333699571,13.091528943688207
sub-0090,1,-2.108536397250091,3.3600482878602658,-7.922972025305784,18.572063932220104
sub-0090,2,0.478836294283169,4.772194269448798,-5.429703618849453,11.059000251164592
sub-0091,1,5.134154384797867,3.4403288559132816,-14.625721103888447,13.937757534006321
sub-0092,1,-1.8721524337729294,9.458531855254675,7.812010528502238,17.061591761929233
sub-0092,2,-1.9096969613851664,4.44507512763904,11.693465714811193,12.673892184045405
sub-0093,1,-1.5854675933581817,4.8326560627451505,-36.84636475436862,21.62826581586356
sub-0093,2,-3.17939479709566,8.212164896124147,-19.599296315652854,18.67834865015642
sub-0094,1,-9.803633007910664,8.361640010153529,-27.176834029207466,7.205322347194691
sub-0094,2,-10.701172676744317,13.134311685596392,-29.0826855151905,21.233027509689443
sub-0095,1,3.1945451609426754,7.261614696887583,-4.9404757440517075,11.948044947928897
